Employee_ID,Job_Title,Industry,Country,Education_Level,Years_Experience,AI_Replacement_Risk,Future_Demand_Score,Remote_Work_Possibility,Average_Salary_USD,Required_Skills,Automation_Level,Job_Growth_2030,Work_Hours_Per_Week,Company_Size,AI_Tool_Usage,Performance_Score,Upskilling_Needed,Job_Satisfaction,Hiring_Trend_2026
AIJ-102331,DevOps Engineer,Healthcare,India,Master,8,0.26,0.43,Yes,145577,"Kubernetes, SQL, Data Visualization",High,35,57,Startup,High,4.03,No,4.62,Stable
AIJ-102337,UX Designer,Manufacturing,India,High School,16,0.21,0.62,Yes,188046,"Deep Learning, Communication, Leadership, SQL",Low,39,45,Enterprise,High,2.32,No,4.01,Growing
AIJ-102350,Machine Learning Engineer,Finance,India,PhD,12,0.33,0.65,Hybrid,194933,"Machine Learning, Docker, Cybersecurity, Kubernetes",High,17,44,Startup,High,3.37,No,4.37,Declining
AIJ-102409,Data Engineer,Technology,India,High School,19,0.79,0.22,Yes,170053,"Machine Learning, Docker, Python, Project Management, TensorFlow, Communication",Low,15,53,Startup,Moderate,2.44,No,4.11,Stable
AIJ-102417,Cloud Architect,Technology,India,Master,6,0.71,0.39,Hybrid,154244,"Kubernetes, Leadership, Python, Communication",Medium,-5,60,Startup,Moderate,3.95,Yes,4.94,Growing
AIJ-102425,AI Engineer,Government,India,High School,8,0.45,0.85,Yes,195742,"Cybersecurity, TensorFlow, AWS, Data Visualization, Kubernetes, Azure",Medium,32,54,Startup,High,3.06,Yes,2.63,Growing
AIJ-102475,Data Scientist,Energy,India,Bachelor,6,0.55,0.43,Hybrid,198434,"Data Visualization, Cloud Computing, AWS, PyTorch, Excel",High,37,50,Medium,Moderate,2.56,No,1.78,Stable
AIJ-102476,Business Analyst,Finance,India,Bachelor,8,0.1,0.93,Yes,178139,"Cloud Computing, Azure, Cybersecurity, Leadership, Python, AWS",High,39,56,Startup,Low,3.84,Yes,3.72,Stable
AIJ-102481,Financial Analyst,Transportation,India,Bachelor,18,0.24,0.88,No,170887,"Python, SQL, Kubernetes",High,5,47,Medium,Moderate,4.91,Yes,3.98,Growing
AIJ-102496,Blockchain Developer,Transportation,India,High School,0,0.92,0.7,Hybrid,200869,"Machine Learning, SQL, Python",High,19,31,Startup,High,2.65,No,3.52,Growing
AIJ-102507,Healthcare Analyst,Government,India,Master,6,0.81,0.38,Hybrid,138977,"Python, Cybersecurity, Cloud Computing",High,1,36,Startup,Low,2.92,No,3.89,Declining
AIJ-102525,IoT Specialist,Transportation,India,High School,20,0.75,0.84,No,148155,"Python, Azure, Project Management",Medium,42,56,Enterprise,Moderate,4.6,Yes,1.39,Declining
AIJ-102536,Cybersecurity Analyst,Education,India,PhD,11,0.1,0.81,Yes,119244,"AWS, Communication, SQL, Azure, TensorFlow, Data Visualization",High,35,51,Medium,Moderate,4.08,No,3.76,Declining
AIJ-102544,IoT Specialist,Technology,India,Master,6,0.56,0.8,Hybrid,184819,"Machine Learning, Python, Communication, TensorFlow, Leadership, PyTorch",Medium,24,44,Medium,Low,2.43,No,2.64,Stable
AIJ-102551,Machine Learning Engineer,Retail,India,Master,5,0.63,0.66,No,141121,"Python, AWS, Kubernetes, Docker, Machine Learning, PyTorch",High,44,39,Startup,Low,4.1,Yes,1.88,Growing
AIJ-102561,DevOps Engineer,Finance,India,Bachelor,12,0.67,0.42,Yes,205278,"Prompt Engineering, SQL, Excel, Cloud Computing",Low,35,37,Startup,Low,2.84,No,2.99,Stable
AIJ-102563,Software Developer,Media,India,Bachelor,16,0.52,0.23,Hybrid,151916,"AWS, Cybersecurity, TensorFlow, Leadership, Excel",High,34,41,Enterprise,Low,2.08,No,2.73,Growing
AIJ-102581,Cloud Architect,Retail,India,PhD,13,0.36,0.8,Yes,196357,"Project Management, Docker, Cloud Computing",High,32,49,Medium,Moderate,2.33,Yes,1.14,Stable
AIJ-102615,Digital Marketer,Energy,India,High School,5,0.2,0.68,Yes,135261,"Communication, AWS, Kubernetes, Excel",Medium,9,44,Startup,Moderate,4.08,Yes,3.8,Growing
AIJ-102669,IoT Specialist,Media,India,PhD,5,0.68,0.73,Yes,115041,"Azure, Project Management, Data Visualization, Python, AWS, Leadership",Low,15,36,Medium,Moderate,2.99,No,4.43,Declining
AIJ-102680,Robotics Engineer,Energy,India,Bachelor,2,0.43,0.95,Yes,169444,"Azure, Docker, Project Management, Cloud Computing, Machine Learning",Low,-2,36,Startup,High,4.8,No,4.24,Declining
AIJ-102690,AI Engineer,Finance,India,Master,0,0.16,0.22,No,121327,"Data Visualization, Azure, Prompt Engineering",Low,-2,53,Medium,Low,4.8,No,1.62,Stable
AIJ-102718,UX Designer,Healthcare,India,PhD,11,0.32,0.94,No,156477,"Machine Learning, AWS, Deep Learning",Medium,10,32,Startup,Low,4.58,No,2.46,Declining
AIJ-102747,Data Scientist,Energy,India,High School,16,0.35,0.85,Yes,178604,"SQL, Azure, Excel, Python",Low,14,44,Startup,Low,3.73,No,3.5,Stable
AIJ-102754,Software Developer,Retail,India,Bachelor,0,0.72,0.58,Yes,213912,"Azure, TensorFlow, Docker",Low,43,54,Medium,Moderate,3.77,No,1.04,Stable
AIJ-102765,Cloud Architect,Technology,India,PhD,1,0.12,0.26,Yes,190576,"Machine Learning, AWS, Deep Learning",Medium,1,50,Startup,Moderate,3.76,No,4.59,Growing
AIJ-102791,Data Engineer,Finance,India,PhD,23,0.72,0.34,Yes,114440,"Prompt Engineering, Docker, SQL, Machine Learning",High,-9,53,Medium,Low,3.75,No,3.07,Stable
AIJ-102795,Teacher,Technology,India,Master,14,0.84,0.84,No,150008,"Kubernetes, Communication, Project Management, SQL, Leadership, PyTorch",Low,12,37,Medium,High,3.82,No,4.58,Declining
AIJ-102817,Financial Analyst,Retail,India,PhD,5,0.31,0.49,No,202965,"Data Visualization, AWS, Communication, Leadership",High,21,52,Enterprise,Low,2.87,No,4.27,Growing
AIJ-102828,UX Designer,Media,India,High School,20,0.07,0.85,No,166993,"Machine Learning, Excel, TensorFlow, Data Visualization",High,1,55,Startup,High,2.67,No,3.85,Declining
AIJ-102852,Healthcare Analyst,Media,India,Bachelor,5,0.31,0.62,No,127920,"Python, SQL, AWS, Azure, Prompt Engineering, Communication",Low,44,44,Medium,Moderate,3.57,No,2.34,Growing
AIJ-102857,Cloud Architect,Retail,India,Bachelor,18,0.51,0.45,Hybrid,168286,"Deep Learning, Python, Kubernetes, Excel, AWS, TensorFlow",High,2,43,Enterprise,Moderate,3.23,Yes,2.84,Declining
AIJ-102868,Blockchain Developer,Finance,India,PhD,16,0.35,0.74,Hybrid,178246,"Communication, Data Visualization, Deep Learning, AWS, Cloud Computing",High,43,60,Enterprise,High,4.25,Yes,1.66,Stable
AIJ-102883,Blockchain Developer,Technology,India,Bachelor,23,0.11,0.64,Hybrid,144675,"Cloud Computing, Leadership, SQL, Communication",Medium,42,51,Medium,High,2.06,Yes,2.29,Growing
AIJ-102898,Data Engineer,Education,India,Master,8,0.33,0.3,Yes,163419,"Docker, Deep Learning, SQL, AWS, Project Management, TensorFlow",Medium,5,45,Medium,Low,2.8,No,1.37,Stable
AIJ-102903,Data Scientist,Manufacturing,India,PhD,18,0.94,0.44,Yes,139195,"Leadership, Cybersecurity, Python",Medium,43,31,Enterprise,Moderate,3.93,No,3.63,Declining
AIJ-102922,Teacher,Finance,India,Master,17,0.39,0.47,Yes,114862,"AWS, Project Management, Python, Machine Learning",Low,5,53,Enterprise,Low,2.36,Yes,3.02,Growing
AIJ-102927,Digital Marketer,Energy,India,Bachelor,11,0.83,0.98,Yes,154531,"Excel, Python, AWS, Prompt Engineering",Medium,-3,35,Startup,Moderate,3.18,Yes,3.0,Growing
AIJ-102944,Data Scientist,Government,India,High School,2,0.37,0.99,Yes,199530,"Data Visualization, Cloud Computing, Cybersecurity, Excel, Python, Machine Learning",High,40,42,Medium,Moderate,3.04,No,3.78,Declining
AIJ-102963,Robotics Engineer,Retail,India,Master,0,0.79,0.27,Yes,115472,"Data Visualization, Cybersecurity, Cloud Computing, Machine Learning, Leadership",High,9,54,Medium,High,2.22,Yes,2.56,Growing
AIJ-102965,Data Scientist,Retail,India,High School,3,0.21,0.73,Yes,108212,"Data Visualization, SQL, Project Management, Python, Cloud Computing, Leadership",Low,18,47,Medium,Moderate,4.89,Yes,4.6,Stable
AIJ-102972,AI Engineer,Retail,India,High School,9,0.59,0.41,Yes,144249,"Leadership, TensorFlow, Data Visualization, SQL",Medium,-4,39,Startup,High,4.03,No,2.5,Stable
AIJ-102983,HR Specialist,Education,India,PhD,22,0.63,0.81,No,104686,"Deep Learning, TensorFlow, Docker, AWS",Low,-7,37,Medium,High,2.43,No,3.19,Stable
AIJ-102987,UX Designer,Healthcare,India,Master,14,0.55,0.73,Hybrid,166973,"Kubernetes, Project Management, Docker, PyTorch, Cloud Computing, Excel",Medium,12,60,Enterprise,High,4.4,No,1.79,Declining
AIJ-102989,HR Specialist,Energy,India,PhD,3,0.47,0.75,Hybrid,126070,"AWS, Prompt Engineering, Azure, Docker, Communication",Low,33,59,Medium,Moderate,4.91,No,1.16,Stable
AIJ-102990,Business Analyst,Retail,India,High School,13,0.13,0.58,Yes,139883,"Azure, Excel, Cloud Computing",Low,-3,31,Enterprise,Low,4.66,Yes,2.73,Stable
AIJ-102995,Data Scientist,Education,India,Bachelor,0,0.62,0.27,Hybrid,202565,"Azure, Project Management, Cloud Computing, Cybersecurity, Kubernetes, Machine Learning",Medium,36,59,Enterprise,Moderate,4.54,Yes,1.27,Stable
